사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,경원선,362,망월사,267,2,"6,911","1,034","11,550","3,222","26,260","4,146","25,174","11,228","15,686","9,328","12,020","7,352","11,508","7,555","11,851","9,909","11,576","10,312","10,796","10,839","11,176","12,303","11,622","14,690","12,037","17,703","9,765","25,011","4,934","22,192","3,651","13,272","3,382","12,101","2,352","9,538",836,"4,712",127,"1,514",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,363,회룡,953,8,"13,604","1,860","24,630","5,273","53,535","7,727","44,438","11,267","25,770","9,540","21,137","10,076","20,029","11,169","19,506","14,211","18,083","14,760","15,691","16,666","14,932","19,928","14,150","24,400","14,191","31,397","11,234","42,554","6,402","38,842","5,139","22,783","4,902","20,356","3,015","15,613",983,"7,521",113,"2,681",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,364,의정부,"2,360",24,"9,412","1,882","22,101","7,120","46,450","12,197","43,100","35,221","25,332","33,970","21,418","24,697","24,562","27,626","27,534","30,735","27,810","34,385","29,723","32,876","32,192","30,756","35,186","35,535","41,187","40,575","41,866","55,586","26,111","48,518","27,176","28,553","22,300","24,371","13,418","20,052","4,326","10,103",438,"4,690",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,365,가능,377,16,"7,063","1,651","11,409","3,406","23,971","6,677","21,227","12,579","11,562","7,541","10,348","5,271","9,995","6,777","10,256","6,553","9,289","8,089","8,664","7,046","8,495","8,337","9,514","12,048","11,729","13,888","9,022","20,105","5,123","17,620","4,179","11,924","3,822","9,119","2,441","8,433",762,"3,747",97,"1,937",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,366,녹양,282,0,"4,821",811,"8,067","2,220","17,046","4,789","13,586","8,257","7,977","4,001","6,953","3,086","6,654","4,445","7,041","4,208","6,343","5,304","5,820","4,636","6,051","6,083","6,599","8,397","7,376","9,908","8,277","13,093","3,486","12,533","2,487","7,901","2,310","6,737","1,523","5,963",441,"2,552",28,"1,366",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,367,양주,"1,887",3,"4,762","1,773","10,867","5,434","29,216","10,272","23,932","10,882","15,189","6,549","13,264","6,193","12,193","7,329","11,818","8,195","10,719","8,280","9,622","8,208","10,086","10,321","12,109","12,777","13,451","17,685","13,943","21,332","6,204","19,572","3,766","13,809","3,228","11,545","1,837","10,360",635,"3,977",39,"2,235",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,368,덕계,11,5,"2,446",778,"7,404","4,674","12,721","3,000","10,843","4,646","5,442","2,109","4,244","1,752","4,363","1,937","3,895","2,282","3,938","2,825","3,546","2,591","3,891","3,463","5,860","4,479","4,817","7,110","4,304","8,359","1,589","8,714","1,421","4,742","1,012","4,655",622,"3,160",224,"2,050",21,602,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,369,덕정,0,0,"3,033","1,568","8,003","5,320","17,059","9,776","16,320","15,301","9,373","7,742","7,655","4,983","8,763","5,574","8,818","7,262","8,660","6,637","8,481","5,262","8,619","7,103","10,481","8,147","12,403","11,789","12,281","13,203","4,692","13,973","3,582","7,676","3,209","8,658","2,118","5,758","1,044","3,205",110,951,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,370,지행,32,1,"4,649",903,"10,194","2,490","21,461","5,256","20,060","11,469","13,071","6,589","10,623","5,145","10,397","6,594","10,179","8,261","10,213","9,451","9,253","8,530","9,368","10,802","9,343","12,148","10,761","17,051","11,212","17,231","5,885","19,264","5,189","11,955","4,915","10,351","2,983","9,824","1,244","5,272",103,"1,609",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,371,동두천중앙,39,0,"2,378",621,"5,106","1,727","7,860","4,007","8,157","9,289","6,145","3,934","5,064","3,394","5,204","4,683","5,616","4,445","5,554","5,054","5,133","4,161","5,548","5,023","4,823","5,266","5,879","6,205","6,730","5,369","2,341","6,353","1,745","4,472","1,185","3,456",721,"3,260",315,"2,190",11,579,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,372,보산,41,2,"1,702",318,"2,127",926,"4,209","2,306","3,744","2,725","3,072","1,726","2,628","1,338","2,724","1,526","2,859","1,584","2,895","2,150","3,102","2,230","2,940","2,334","3,351","2,790","4,152","3,606","2,829","3,538","1,590","4,350",986,"3,132",777,"2,530",371,"1,934",142,"1,328",9,307,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,373,동두천,10,1,840,496,"2,847","2,760","5,206","7,365","5,606","5,806","3,904","2,934","4,022","2,667","3,605","3,081","2,618","2,496","3,559","3,639","3,537","3,378","4,368","3,821","3,433","3,403","4,039","3,965","5,002","4,913","2,000","3,593","1,191","3,287",646,"2,679",622,"1,734",153,"1,450",2,320,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,경원선,374,소요산,90,0,648,335,980,834,"2,674","1,853","3,440","2,581","4,040","2,601","3,573","5,292","4,095","7,337","5,558","8,755","7,028","6,699","9,807","5,203","9,757","4,227","8,100","3,472","5,205","3,054","3,119","1,998","1,188","1,716",983,"1,519",670,962,189,663,125,742,2,481,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,281,산본,523,0,"7,624","1,781","21,399","5,636","53,123","13,017","52,662","27,895","24,034","19,423","20,087","17,682","20,145","17,617","21,922","19,534","21,473","22,585","20,700","22,725","22,275","23,493","24,473","28,321","25,231","37,888","28,457","60,378","18,162","50,654","15,960","26,925","17,091","24,254","10,304","18,143","2,997","9,482",63,"1,238",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,282,대야미,5,0,"2,452",951,"7,140","3,358","17,062","4,458","19,228","7,913","9,928","3,741","6,949","4,218","6,527","4,409","6,612","4,992","6,869","4,618","6,660","5,333","6,770","6,867","7,596","8,167","8,100","8,912","9,897","15,140","4,617","11,643","3,248","7,966","2,695","7,937","1,426","6,064",542,"2,896",25,431,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,283,반월,2,0,"3,290",839,"7,293","2,021","16,031","3,909","15,411","7,473","9,272","3,081","6,754","2,789","6,312","3,752","5,991","4,379","6,476","4,911","5,191","5,249","4,954","6,517","6,633","8,230","6,550","8,717","7,379","15,062","3,248","11,062","2,476","7,756","1,900","7,116","1,268","5,818",467,"2,851",67,308,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,284,상록수,462,13,"13,715","2,428","30,093","7,869","67,532","11,436","63,449","18,593","32,384","13,225","22,449","11,473","20,642","11,841","21,953","12,951","20,073","16,370","17,387","16,893","18,049","18,754","19,717","26,158","21,988","37,737","19,918","63,804","12,313","55,160","9,632","35,192","9,473","33,489","5,286","24,624","1,839","13,635",129,"1,922",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,285,한대앞,86,5,"7,176",969,"15,735","3,971","31,077","7,104","25,131","18,214","15,365","12,626","12,369","10,491","12,915","9,141","13,262","11,087","13,022","11,864","12,892","11,512","13,334","12,271","14,246","16,018","17,505","21,075","17,022","31,206","8,625","24,341","7,268","15,931","7,406","14,546","5,133","11,791","1,503","6,793",65,"1,243",1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,286,중앙,196,8,"8,200","1,060","26,433","8,595","55,878","13,347","42,780","33,778","23,058","27,285","19,284","17,517","21,221","18,246","24,399","23,503","23,425","26,599","23,325","26,699","25,776","26,374","30,279","31,018","34,890","43,164","35,602","64,808","23,338","52,859","23,929","29,687","27,498","28,507","15,850","22,332","4,814","13,412",184,"2,708",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,287,고잔,214,11,"5,101",663,"13,660","4,515","30,121","12,137","21,143","27,196","12,737","13,259","11,048","9,156","11,601","8,358","11,431","9,476","10,633","10,923","11,211","10,099","13,125","10,122","14,940","10,861","20,512","15,586","22,012","24,332","7,883","19,109","6,731","11,429","7,014","10,947","3,929","9,283","1,437","6,009",80,"1,587",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,288,초지,197,3,"2,930",370,"8,701","3,870","20,866","8,540","15,886","10,540","7,699","5,187","5,730","3,787","5,670","3,982","5,944","4,775","5,139","5,041","5,020","4,742","5,007","5,297","6,025","5,856","8,178","9,358","8,808","15,002","4,738","13,625","3,167","9,220","2,744","8,403","1,471","6,870",389,"3,660",16,"1,072",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,289,안산,"1,423",5,"10,154","1,726","11,620","15,191","19,099","40,094","20,319","33,221","15,540","13,659","11,966","10,806","12,710","12,071","14,724","12,598","14,697","12,480","15,232","13,072","17,144","13,962","20,893","14,810","40,772","20,831","44,481","23,304","20,002","18,664","17,462","14,383","10,298","12,144","3,934","9,082","1,015","4,613",23,"1,547",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,290,신길온천,6,0,"1,975",46,"3,076","1,617","6,709","3,390","5,477","2,784","3,057","1,143","2,495","1,207","2,086","1,412","2,164","1,578","2,279","1,425","1,948","1,736","2,259","2,180","2,580","2,695","3,509","3,901","3,693","5,272","1,619","4,266","1,114","2,982",674,"2,665",423,"1,968",149,"1,426",5,233,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,291,정왕,151,3,"6,278",217,"9,169","12,194","17,904","24,754","14,649","28,272","9,611","18,499","9,551","11,930","10,315","9,726","12,156","10,563","12,114","11,149","12,108","10,853","14,924","10,901","19,619","10,589","24,343","15,472","29,820","19,780","13,280","15,175","10,202","11,693","7,025","10,140","3,725","8,388",917,"5,229",12,995,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,292,오이도,145,3,"5,918",246,"13,968","6,053","29,330","12,391","23,407","14,619","12,834","7,328","10,513","6,648","10,354","8,636","11,549","10,503","11,194","10,480","9,951","11,044","11,313","12,645","13,602","13,922","18,177","18,030","17,918","25,143","10,025","21,520","7,924","14,465","8,157","13,443","4,121","11,048",906,"6,858",4,"2,024",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,안산선,293,수리산,10,1,"3,177",417,"8,417","1,694","18,799","4,191","17,908","6,483","9,519","3,116","6,183","3,628","6,129","3,584","5,894","3,436","5,667","3,388","4,845","3,760","5,167","4,600","4,520","5,785","4,806","7,627","5,559","12,006","2,521","9,840","1,775","6,344","1,350","5,923",881,"4,850",241,"2,518",3,337,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,231,선바위,0,0,983,"1,045","5,578","8,241","17,508","18,405","21,305","26,341","14,323","14,806","9,782","7,260","8,657","6,701","9,518","6,991","9,539","7,170","10,060","6,830","10,799","7,537","14,886","9,051","22,669","12,509","28,392","17,258","13,407","12,909","8,009","8,380","6,690","8,810","3,177","6,542",753,"3,030",5,80,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,232,경마공원,3,0,333,381,681,"2,595","1,875","2,953","2,417","9,335","2,305","17,885","2,172","24,969","2,407","10,822","2,893","8,339","3,034","6,570","4,372","4,112","5,760","2,801","9,168","2,423","17,577","1,988","39,409","2,378","5,708","1,635","1,577","1,115",707,"1,059",245,678,94,415,4,13,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,233,대공원,4,0,84,249,236,"2,754",672,"3,040",932,"8,244","1,206","11,546","1,720","12,875","2,809","6,276","5,575","5,207","5,962","6,046","7,126","4,987","8,328","2,812","9,144","2,008","8,749","1,236","7,627","1,095","3,471",682,"2,179",347,"1,025",365,287,241,147,105,2,4,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,234,과천,7,3,"1,994",339,"7,993","2,042","22,276","4,888","22,559","9,956","12,823","4,717","9,648","4,361","8,716","4,906","9,370","5,771","9,323","5,935","8,730","6,774","8,664","7,393","10,351","9,449","9,435","12,705","7,907","19,338","3,733","16,754","2,816","9,779","2,018","11,004","1,423","8,487",362,"4,150",1,84,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,235,정부과천청사,8,2,"1,810",843,"6,498","11,335","19,398","19,894","17,853","66,424","12,574","16,147","10,643","9,898","11,589","9,126","11,978","9,621","12,465","10,076","12,938","11,074","14,861","10,690","21,701","12,291","30,661","15,834","51,028","20,681","12,918","17,113","10,746","9,691","10,314","10,615","4,201","7,412",862,"3,503",13,90,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,236,인덕원,114,2,"7,072","3,075","24,641","13,040","71,380","36,492","67,530","102,028","37,507","38,804","28,900","19,705","25,923","19,426","28,970","19,388","28,690","22,834","26,059","23,203","29,477","26,765","37,020","31,967","54,181","47,665","80,299","78,961","29,011","63,536","22,389","33,581","23,836","36,038","11,661","28,780","2,759","13,473",24,435,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,237,평촌,27,1,"3,580","2,613","17,580","8,080","53,568","31,711","43,716","90,706","23,045","33,612","17,162","16,149","17,047","13,394","18,819","14,085","17,615","17,925","18,600","15,362","21,321","16,846","25,047","20,522","43,851","27,158","64,156","45,364","24,936","39,044","18,334","20,401","18,119","18,429","11,175","16,331","2,975","6,760",11,350,1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,과천선,238,범계,58,0,"6,585","2,255","30,268","8,729","82,375","20,085","72,367","57,939","37,120","42,470","29,549","29,000","29,790","25,775","32,215","28,958","32,588","36,829","33,060","33,691","36,989","36,529","41,811","44,674","48,594","56,494","58,196","87,936","34,429","73,099","37,449","35,534","34,203","32,988","20,416","27,774","4,985","11,658",55,678,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,143,선릉,49,1,"1,137","1,428","2,162","10,128","4,383","41,017","6,653","133,284","5,641","88,609","7,110","38,093","9,021","24,458","11,056","20,645","12,668","22,303","14,406","18,139","18,646","15,525","27,583","17,560","45,618","20,565","75,563","23,394","31,865","12,830","21,057","6,051","23,203","6,340","15,249","4,431","2,958","2,198",139,581,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,144,한티,56,22,"1,846","1,039","6,205","8,768","18,557","21,807","23,088","47,172","14,631","38,504","12,131","24,290","13,934","18,830","17,298","20,944","18,389","25,343","19,182","19,444","23,342","20,414","28,217","24,331","38,211","31,148","43,619","33,719","25,777","22,845","29,329","12,653","20,510","14,097","19,279","9,824","2,566","3,958",39,259,4,3,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,145,도곡,87,4,"1,231","1,203","3,241","6,578","7,796","13,308","12,018","24,400","8,804","17,540","7,162","8,756","8,001","7,285","9,451","7,967","10,475","8,529","10,374","8,013","13,365","8,165","15,774","8,894","20,729","11,032","21,018","14,112","10,276","10,559","7,630","6,348","6,891","7,371","4,387","5,004",803,"2,331",23,265,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,146,구룡,3,0,303,"1,105","1,234","5,607","2,650","8,786","3,829","5,660","2,960","2,231","3,275","1,814","2,868","1,497","2,817","1,906","2,912","2,156","2,775","2,063","3,715","2,234","9,398","2,404","6,818","2,865","3,949","3,633","1,733","2,632","1,055","1,820","1,965","1,943",570,"1,524",98,764,4,36,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,147,개포동,8,1,835,870,"2,946","7,253","7,774","5,166","8,886","9,003","5,714","7,312","4,787","5,255","4,506","3,639","5,820","4,096","5,061","5,039","5,458","4,609","6,283","5,114","9,080","5,612","10,219","7,565","8,035","9,475","4,412","7,753","3,237","4,565","3,635","5,120","2,220","3,951",527,"1,766",8,70,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,148,대모산입구,12,2,"1,800","1,050","4,420","4,862","12,975","5,513","15,098","9,086","8,830","4,980","6,903","3,473","5,884","3,926","6,425","4,509","6,104","4,856","5,763","4,916","6,346","5,951","8,503","6,384","9,824","8,402","8,616","10,939","3,912","9,272","2,086","5,905","1,901","6,712","1,398","5,462",435,"2,502",4,128,0,2,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,149,수서,26,0,"2,948","2,869","5,863","12,442","21,663","23,814","35,201","44,093","22,563","25,256","20,615","18,612","17,994","14,259","21,620","19,172","20,039","17,432","15,584","17,719","23,489","19,706","27,525","24,269","33,744","28,790","40,187","39,215","17,614","27,994","19,039","17,624","12,608","17,457","12,380","12,856","4,157","4,556",14,322,2,1,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,150,복정,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,314,수원,534,6,"4,048",601,"8,633","3,755","23,313","7,588","25,476","13,226","11,712","10,428","7,168","7,945","8,010","8,819","8,842","9,732","9,305","11,177","9,528","10,595","11,259","10,027","14,240","13,202","16,264","20,060","19,267","26,132","13,465","17,350","13,943","9,253","14,194","8,818","8,405","5,246","2,611","2,996",69,640,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,315,서울숲,93,0,"2,536",572,"4,622","4,560","12,256","18,787","20,490","41,697","13,810","28,364","7,917","17,981","7,638","13,315","9,002","13,949","10,628","16,099","12,155","14,472","15,630","14,046","20,170","15,392","34,526","18,136","44,868","24,599","21,021","15,266","15,291","8,204","16,100","9,123","7,782","6,090","1,573","2,708",45,641,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,316,압구정로데오,109,4,"1,538",738,"2,978","11,018","4,576","21,979","7,129","68,394","6,223","105,324","7,945","52,503","11,876","38,460","16,042","34,636","19,140","34,716","24,853","32,272","33,183","30,985","43,363","34,864","63,106","42,637","87,584","48,848","64,360","23,310","59,256","8,169","56,709","6,141","26,409","3,951","5,956","2,013",145,383,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,317,강남구청,23,1,"1,377",578,"2,553","4,432","6,330","13,809","9,789","55,661","8,380","44,401","8,343","19,847","9,779","15,180","10,784","14,226","12,289","16,100","13,996","14,986","16,357","14,711","18,762","15,470","29,618","19,508","50,710","22,810","26,012","13,041","15,673","7,014","15,492","6,496","8,575","4,953","1,930","2,439",85,584,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,318,선정릉,4,1,862,"1,125","1,770","5,423","4,230","12,669","6,515","52,212","5,772","40,745","5,397","15,541","5,926","8,896","6,996","8,160","7,948","8,453","10,051","8,049","11,127","7,259","14,201","7,513","25,496","9,077","43,863","10,638","21,837","6,468","11,378","3,751","10,494","4,238","6,608","2,995","1,517","1,652",35,432,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,319,가천대,20,1,"5,175",605,"7,030","4,027","16,399","5,635","24,773","20,650","14,627","15,936","9,848","11,498","11,621","10,013","11,495","13,217","11,609","12,600","13,331","10,949","13,576","10,572","18,076","12,090","18,515","16,552","13,050","23,473","7,475","19,221","5,924","13,489","5,517","16,296","4,619","12,897","2,037","7,715",21,124,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,분당선,320,태평,213,10,"14,460","1,445","19,945","5,227","41,118","7,718","62,565","17,514","39,939","12,329","21,703","10,714","17,774","12,429","19,074","14,253","18,678","15,174","17,228","17,496","16,602","23,303","17,971","26,581","20,251","33,771","18,639","45,267","9,782","33,205","7,438","24,450","6,111","29,785","3,813","18,616","1,234","9,317",14,247,0,0,0,0,0,0,2022-01-03 10:00
